1704970032252,605,HTTP Request,200,OK,Thread Group 1-4,text,true,,6003,118,24,24,https://web.whatsapp.com/,604,0,494
1704970032329,524,HTTP Request,200,OK,Thread Group 1-7,text,true,,6003,118,24,24,https://web.whatsapp.com/,524,0,417
1704970032569,281,HTTP Request,200,OK,Thread Group 1-15,text,true,,6003,118,24,24,https://web.whatsapp.com/,277,0,177
1704970032301,549,HTTP Request,200,OK,Thread Group 1-6,text,true,,6003,118,24,24,https://web.whatsapp.com/,544,0,445
1704970032251,598,HTTP Request,200,OK,Thread Group 1-1,text,true,,6003,118,24,24,https://web.whatsapp.com/,597,0,494
1704970032269,581,HTTP Request,200,OK,Thread Group 1-5,text,true,,6003,118,24,24,https://web.whatsapp.com/,576,0,477
1704970032419,441,HTTP Request,200,OK,Thread Group 1-10,text,true,,6003,118,18,18,https://web.whatsapp.com/,440,0,327
1704970032599,264,HTTP Request,200,OK,Thread Group 1-16,text,true,,6003,118,17,17,https://web.whatsapp.com/,264,0,147
1704970032362,505,HTTP Request,200,OK,Thread Group 1-8,text,true,,6003,118,16,16,https://web.whatsapp.com/,504,0,384
1704970032540,330,HTTP Request,200,OK,Thread Group 1-14,text,true,,6003,118,16,16,https://web.whatsapp.com/,330,0,206
1704970032451,422,HTTP Request,200,OK,Thread Group 1-11,text,true,,6003,118,15,15,https://web.whatsapp.com/,421,0,299
1704970032479,399,HTTP Request,200,OK,Thread Group 1-12,text,true,,6003,118,14,14,https://web.whatsapp.com/,398,0,279
1704970032631,250,HTTP Request,200,OK,Thread Group 1-17,text,true,,6003,118,13,13,https://web.whatsapp.com/,250,0,129
1704970032509,376,HTTP Request,200,OK,Thread Group 1-13,text,true,,6003,118,12,12,https://web.whatsapp.com/,375,0,254
1704970032251,642,HTTP Request,200,OK,Thread Group 1-3,text,true,,6003,118,11,11,https://web.whatsapp.com/,641,0,524
1704970032391,507,HTTP Request,200,OK,Thread Group 1-9,text,true,,6003,118,10,10,https://web.whatsapp.com/,507,0,391
1704970032660,253,HTTP Request,200,OK,Thread Group 1-18,text,true,,6003,118,10,10,https://web.whatsapp.com/,252,0,152
1704970032719,271,HTTP Request,200,OK,Thread Group 1-20,text,true,,6003,118,12,12,https://web.whatsapp.com/,270,0,169
1704970032749,244,HTTP Request,200,OK,Thread Group 1-21,text,true,,6003,118,11,11,https://web.whatsapp.com/,243,0,148
1704970032779,266,HTTP Request,200,OK,Thread Group 1-22,text,true,,6003,118,11,11,https://web.whatsapp.com/,266,0,164
1704970032808,252,HTTP Request,200,OK,Thread Group 1-23,text,true,,6003,118,11,11,https://web.whatsapp.com/,251,0,157
1704970032690,377,HTTP Request,200,OK,Thread Group 1-19,text,true,,6003,118,10,10,https://web.whatsapp.com/,377,0,217
1704970032838,241,HTTP Request,200,OK,Thread Group 1-24,text,true,,6003,118,9,9,https://web.whatsapp.com/,240,0,140
1704970032869,246,HTTP Request,200,OK,Thread Group 1-25,text,true,,6003,118,10,10,https://web.whatsapp.com/,246,0,147
1704970032899,246,HTTP Request,200,OK,Thread Group 1-26,text,true,,6003,118,10,10,https://web.whatsapp.com/,245,0,147
1704970032928,235,HTTP Request,200,OK,Thread Group 1-27,text,true,,6003,118,9,9,https://web.whatsapp.com/,235,0,138
1704970032251,917,HTTP Request,200,OK,Thread Group 1-2,text,true,,6003,118,9,9,https://web.whatsapp.com/,917,0,814
1704970032959,239,HTTP Request,200,OK,Thread Group 1-28,text,true,,6003,118,9,9,https://web.whatsapp.com/,239,0,141
1704970032989,227,HTTP Request,200,OK,Thread Group 1-29,text,true,,6003,118,8,8,https://web.whatsapp.com/,227,0,130
1704970033021,243,HTTP Request,200,OK,Thread Group 1-30,text,true,,6003,118,9,9,https://web.whatsapp.com/,243,0,140
1704970033048,222,HTTP Request,200,OK,Thread Group 1-31,text,true,,6003,118,8,8,https://web.whatsapp.com/,221,0,127
1704970033081,241,HTTP Request,200,OK,Thread Group 1-32,text,true,,6003,118,9,9,https://web.whatsapp.com/,240,0,140
1704970033139,222,HTTP Request,200,OK,Thread Group 1-34,text,true,,6003,118,9,9,https://web.whatsapp.com/,221,0,130
1704970033169,223,HTTP Request,200,OK,Thread Group 1-35,text,true,,6065,118,9,9,https://web.whatsapp.com/,223,0,129
1704970033198,223,HTTP Request,200,OK,Thread Group 1-36,text,true,,6003,118,9,9,https://web.whatsapp.com/,222,0,128
1704970033229,228,HTTP Request,200,OK,Thread Group 1-37,text,true,,6003,118,9,9,https://web.whatsapp.com/,228,0,126
1704970033259,238,HTTP Request,200,OK,Thread Group 1-38,text,true,,6003,118,9,9,https://web.whatsapp.com/,237,0,139
1704970033288,238,HTTP Request,200,OK,Thread Group 1-39,text,true,,6003,118,9,9,https://web.whatsapp.com/,237,0,139
1704970033318,237,HTTP Request,200,OK,Thread Group 1-40,text,true,,6003,118,9,9,https://web.whatsapp.com/,236,0,138
1704970033349,218,HTTP Request,200,OK,Thread Group 1-41,text,true,,6003,118,9,9,https://web.whatsapp.com/,218,0,125
